,label,text,cleaned_text
5818,Malaria,"Along with a high fever, I've had chills, vomiting, and severe itching. Along with my headache and excessive sweating, I've been feeling awful with nausea and muscle ache.","along high fever , chills , vomiting , severe itching along headache excessive sweating , feeling awful nausea muscle ache"
5819,Malaria,"I've had severe itching, chills, vomiting, and a high fever. I'm also sweating excessively and have a headache. Nausea and muscle pain have also been causing me a lot of discomfort.","severe itching , chills , vomiting , high fever also sweating excessively headache nausea muscle pain also causing lot discomfort"
5820,urinary tract infection,"Frequent urges to urinate with little output, pain during urination, cloudy or bloody urine, strong or foul-smelling urine, pelvic pain, low fever, nausea and vomiting","frequent urges urinate little output , pain urination , cloudy bloody urine , strong foul smelling urine , pelvic pain , low fever , nausea vomiting"
5821,urinary tract infection,"I get frequent urges to urinate at night with little output, and a lot of pain during urination. The urine is coludy and bloody and sometime foul smelling, and I get nauseous","get frequent urges urinate night little output , lot pain urination urine coludy bloody sometime foul smelling , get nauseous"
5822,urinary tract infection,I get a burning sensation when I pee. Sometimes a lot of pain and foul smelling urine. I have been getting more urges to urinate at night,get burning sensation pee sometimes lot pain foul smelling urine getting urges urinate night
5823,urinary tract infection,I have been getting blood in my pee. Sometimes I get nauseous while peeing. This often almost coincides with me having a high temperature,getting blood pee sometimes get nauseous peeing often almost coincides high temperature
5824,urinary tract infection,"My pee looks cloudy and has storng and foul smell. I frequently get an urge to urinate at night, and have been getting high temperatures since these symptoms strted showing","pee looks cloudy storng foul smell frequently get urge urinate night , getting high temperatures since symptoms strted showing"
5825,urinary tract infection,"I have pain in my abdomen, and often get feverish. I have sudden and strong urges to pee. The pain is almost constant, and often increases at night time. My pee almost always has a foul smell","pain abdomen , often get feverish sudden strong urges pee pain almost constant , often increases night time pee almost always foul smell"
5826,urinary tract infection,"I have been frequently getting sudden strong urges to pee. There is blood in my pee sometimes and it is very foul smelling. I think I have an infection, what do I do?","frequently getting sudden strong urges pee blood pee sometimes foul smelling think infection ,"
5827,urinary tract infection,"I get blood in my pee sometimes and sometimes get nauseous whie peeing. I also have a bad smell in my pee and sometimes get high temperatures at nights, help me","get blood pee sometimes sometimes get nauseous whie peeing also bad smell pee sometimes get high temperatures nights , help"
5828,urinary tract infection,"I have pain in my lower abdomen, and get a buring sensation in my pee. I also have been getting low temperatures since I started to get these other symptoms. I have been weak because of this","pain lower abdomen , get buring sensation pee also getting low temperatures since started get symptoms weak"
5829,urinary tract infection,There is blood in my urine and I have a low fever. My head hurts almost all the time and I get very strong uncontrollable urges to pee. I have been having pain in lower back also ,blood urine low fever head hurts almost time get strong uncontrollable urges pee pain lower back also
5830,urinary tract infection,I have been having low temperatures and bloody pee since some days now. My head hurts like crazy and pee also smells very foul. I have almost no control on my peeing and get very sudden urges,low temperatures bloody pee since days head hurts like crazy pee also smells foul almost control peeing get sudden urges
5831,urinary tract infection,I have pain near my pelvic region and vomit a lot. Sometimes there is blood in my pee and there is almost a very foul smell in my urine.I sometimes get headches and have trouble sleeping due to this,pain near pelvic region vomit lot sometimes blood pee almost foul smell urine sometimes get headches trouble sleeping due
5832,urinary tract infection,"I have to constantly to go the bathroom to relieve myself, but cant seem to empty my bladder. I get these very strong and uncontrollable urges to pee and sometimes get dark or bloody pee","constantly go bathroom relieve , cant seem empty bladder get strong uncontrollable urges pee sometimes get dark bloody pee"
5833,urinary tract infection,I been having very low temperatues and a very foul smelling pee. The area near my kidneys hurt a lot and I cant seem to hold my pee. I often get these uncontrollable urges,low temperatues foul smelling pee area near kidneys hurt lot cant seem hold pee often get uncontrollable urges
5834,urinary tract infection,"I have to go the bathroom all the time, but the urine output is very low often just a few drops. My stomach hurts a lot and and cant seem to be able to control my urges to pee","go bathroom time , urine output low often drops stomach hurts lot cant seem able control urges pee"
5835,urinary tract infection,My is pee is dark and often bloody and often has a very unfathomable smell. I have been having temperature fluctuations pretty frequently and often am not able to sleep at night because of this,pee dark often bloody often unfathomable smell temperature fluctuations pretty frequently often able sleep night
5836,urinary tract infection,I have been having pain in my bladder and have been getting ,pain bladder getting
5837,urinary tract infection,I have been urinating with blood in it. I occasionally feel queasy when urinating. I frequently almost have a fever at the same time.,urinating blood occasionally feel queasy urinating frequently almost fever time
5838,urinary tract infection,"My pee has a strong, unpleasant scent and a hazy appearance. Since these symptoms started appearing, I regularly feel the desire to urinate at night and have been experiencing high temperatures","pee strong , unpleasant scent hazy appearance since symptoms started appearing , regularly feel desire urinate night experiencing high temperatures"
5839,urinary tract infection,"My stomach hurts, and I frequently acquire a temperature. I experience sudden, intense cravings to urinate. The discomfort is virtually always there and frequently gets worse at night. My pee nearly always smells bad.","stomach hurts , frequently acquire temperature experience sudden , intense cravings urinate discomfort virtually always frequently gets worse night pee nearly always smells bad"
5840,urinary tract infection,"I've been experiencing frequent, intense, abrupt cravings to urinate. Sometimes I get blood in my pee, and it smells awful. What should I do if I believe I have an infection?","experiencing frequent , intense , abrupt cravings urinate sometimes get blood pee , smells awful believe infection"
5841,urinary tract infection,I occasionally urinate with blood in it and occasionally feel queasy while doing so. Help! I also occasionally get high temps at night and have a terrible odour coming from my pee.,occasionally urinate blood occasionally feel queasy help also occasionally get high temps night terrible odour coming pee
5842,urinary tract infection,"I have lower abdominal ache and a bursting sensation when I urinate. Since I began to experience these additional symptoms, I have also been experiencing low body temperatures. I've been weak as a result of this.","lower abdominal ache bursting sensation urinate since began experience additional symptoms , also experiencing low body temperatures weak result"
5843,urinary tract infection,"I have a mild temperature and blood in my pee. My head hurts almost constantly, and I frequently experience severe, involuntary desires to urinate. Additionally, I've been experiencing lower back ache","mild temperature blood pee head hurts almost constantly , frequently experience severe , involuntary desires urinate additionally , experiencing lower back ache"
5844,urinary tract infection,"Since a few days ago, I've been experiencing low temperatures and bloody urination. My head is in excruciating pain, and my urine smells awful. I can hardly control when I urinate, and the impulses come on suddenly.","since days ago , experiencing low temperatures bloody urination head excruciating pain , urine smells awful hardly control urinate , impulses come suddenly"
5845,urinary tract infection,"I frequently vomit and get discomfort at my pelvic area. My urine occasionally smells almost unbearably bad, and there is occasionally blood in it. Because of my headaches at times, I have problems falling asleep.","frequently vomit get discomfort pelvic area urine occasionally smells almost unbearably bad , occasionally blood headaches times , problems falling asleep"
5846,urinary tract infection,"I have to use the restroom frequently to relieve myself, but I can't seem to get my bladder empty. I occasionally get severe, uncontrolled desires to urinate, as well as black or crimson urine.","use restroom frequently relieve , seem get bladder empty occasionally get severe , uncontrolled desires urinate , well black crimson urine"
5847,urinary tract infection,"I've been experiencing really low moods and very bad urine odour. I can't seem to keep my urine back, and the area near my kidneys hurts a lot. I frequently experience these irrational cravings.","experiencing really low moods bad urine odour seem keep urine back , area near kidneys hurts lot frequently experience irrational cravings"
5848,urinary tract infection,"I have to use the restroom frequently, yet only a few drops of pee are usually produced. My stomach aches a lot, and I can't seem to control the desire to urinate.","use restroom frequently , yet drops pee usually produced stomach aches lot , seem control desire urinate"
5849,urinary tract infection,"My urine is frequently black, red, and has a really strange odour. I have been experiencing temperature changes very regularly, which usually prevents me from sleeping at night.","urine frequently black , red , really strange odour experiencing temperature changes regularly , usually prevents sleeping night"
5850,urinary tract infection,Blood has been found in my urination. I sometimes have nausea when urinating. I regularly feel like I'm almost feverish.,blood found urination sometimes nausea urinating regularly feel like almost feverish
5851,urinary tract infection,My pee smells strongly and is cloudy in appearance. I've had high temperatures and a regular urge to urinate at night since these symptoms first materialised.,pee smells strongly cloudy appearance high temperatures regular urge urinate night since symptoms first materialised
5852,urinary tract infection,"I've been having frequent, strong, sudden urges to urinate. I occasionally urinate with blood in it, and the stench is horrible. What ought I to do if I think I'm infected?","frequent , strong , sudden urges urinate occasionally urinate blood , stench horrible ought think infected"
5853,urinary tract infection,"On rare occasions, I pee with blood in it and have mild nausea. Help! I also occasionally experience high nighttime temperatures and a dreadful urine odour.","rare occasions , pee blood mild nausea help also occasionally experience high nighttime temperatures dreadful urine odour"
5854,urinary tract infection,"My lower abdomen hurts, and when I urinate, it feels like it's exploding. I've been having low body temps ever since I started having these new symptoms. Because of this, I've been weak.","lower abdomen hurts , urinate , feels like exploding low body temps ever since started new symptoms , weak"
5855,urinary tract infection,"Blood is in my pee, and I have a low body temperature. I have practically continual headaches and often strong, uncontrollable need to urinate. In addition, I've started having lower back pain.","blood pee , low body temperature practically continual headaches often strong , uncontrollable need urinate addition , started lower back pain"
5856,urinary tract infection,"I've had low temps and bloody urine for the past four days. My pee smells terrible, and my head hurts like hell. I scarcely have any control over when I urinate, and the urges strike without warning.","low temps bloody urine past four days pee smells terrible , head hurts like hell scarcely control urinate , urges strike without warning"
5857,urinary tract infection,"I regularly vomit and get pelvic pain. There is occasionally blood in my pee, and it occasionally has an absolutely intolerable odour. I occasionally have trouble falling asleep because of my migraines.","regularly vomit get pelvic pain occasionally blood pee , occasionally absolutely intolerable odour occasionally trouble falling asleep migraines"
5858,urinary tract infection,"I need to relieve myself regularly, but I can't seem to get my bladder to empty. On sometimes, I get intense, uncontrollable urges to urinate, along with dark or red urine.","need relieve regularly , seem get bladder empty sometimes , get intense , uncontrollable urges urinate , along dark red urine"
5859,urinary tract infection,"My spirits have been incredibly low, and my pee smells awful. My kidney region hurts a lot, and I can't seem to hold my urine in. I get these unreasonable urges all the time.","spirits incredibly low , pee smells awful kidney region hurts lot , seem hold urine get unreasonable urges time"
5860,urinary tract infection,"I have to go to the bathroom a lot, but generally only a few drops of urine come out. I have severe stomach pains and an overwhelming want to urinate.","go bathroom lot , generally drops urine come severe stomach pains overwhelming want urinate"
5861,urinary tract infection,"My urine often has a weird odour, is crimson or black in colour, and both. My body's temperature has been fluctuating often, which typically keeps me up at night.","urine often weird odour , crimson black colour , body temperature fluctuating often , typically keeps night"
5862,urinary tract infection,I noticed blood in my urinating. I occasionally feel sick after urinating. I frequently feel as though I have a fever.,noticed blood urinating occasionally feel sick urinating frequently feel though fever
5863,urinary tract infection,"My pee has a strong odour and a hazy look. Since these symptoms started, I've had high temperatures and frequent nighttime urges to urinate.","pee strong odour hazy look since symptoms started , high temperatures frequent nighttime urges urinate"
5864,urinary tract infection,I occasionally urinate with blood in it and feel a little queasy. Help! I also occasionally get horrible pee odours and excessive overnight temps.,occasionally urinate blood feel little queasy help also occasionally get horrible pee odours excessive overnight temps
5865,urinary tract infection,"My lower abdomen aches, and it feels like it may explode when I urinate. Since I began experiencing these new symptoms, my body temperature has been consistently low. That's why I've been weak.","lower abdomen aches , feels like may explode urinate since began experiencing new symptoms , body temperature consistently low weak"
5866,urinary tract infection,"In the last four days, I've experienced low temperatures and blood in my pee. My head hurts so much and my urine smells awful. The desires to urinate seldom come on cue, and I hardly ever have any control over when they do.","last four days , experienced low temperatures blood pee head hurts much urine smells awful desires urinate seldom come cue , hardly ever control"
5867,urinary tract infection,"My pee frequently has an odd smell and is either red or black, or both. The frequent changes in my body temperature usually keep me awake at night.","pee frequently odd smell either red black , frequent changes body temperature usually keep awake night"
5868,urinary tract infection,My pee smells strongly and seems cloudy. I've had fevers and frequent overnight urination needs ever since these symptoms began.,pee smells strongly seems cloudy fevers frequent overnight urination needs ever since symptoms began
5869,urinary tract infection,"I've had low temps and blood in my urine for the past three days. My pee smells terrible, and my head hurts so much. Urinary urges seldom occur on cue, and I almost never have any control over when they do.","low temps blood urine past three days pee smells terrible , head hurts much urinary urges seldom occur cue , almost never control"
5870,allergy,"I have a runny nose and I am sneezing all the time. My eyes are itchy and often watery, and I am coughing all the time. My head hurts and all the time","runny nose sneezing time eyes itchy often watery , coughing time head hurts time"
5871,allergy,I have sore throat and I am sneezing all the time. Sometimes I have swelling on my face like my lips and near my eyes. I just cant stop sneezing once I start sneezing,sore throat sneezing time sometimes swelling face like lips near eyes cant stop sneezing start sneezing
5872,allergy,I hace difficulty in breething and shortness of breath. I cough uncontrollably and get itchy eyes and swelling on my face and other body parts,hace difficulty breething shortness breath cough uncontrollably get itchy eyes swelling face body parts
5873,allergy,I have a nasal congestion and blocked nose. Sometimes at night I have chest pain and tightness. I have also lost my sense of smell and taste,nasal congestion blocked nose sometimes night chest pain tightness also lost sense smell taste
5874,allergy,I have asthma like symptoms like wheezing and difficulty breathing. I often get fever and have headaches. I feel tired all the time,asthma like symptoms like wheezing difficulty breathing often get fever headaches feel tired time
5875,allergy,"I feel tired all the time, I have lost my taste and have a really sore throat. I also get feverish and often have muscle aches. Sometimes my whole body just cramps up","feel tired time , lost taste really sore throat also get feverish often muscle aches sometimes whole body cramps"
5876,allergy,I have been experiencing a loss of appetite and have difficulty swallowing food. I have been suffering from sore throat and runnny nose also.,experiencing loss appetite difficulty swallowing food suffering sore throat runnny nose also
5877,allergy,"I feel fatigued all the time, and have a tingling sensation in my throat. I have also developed flaky skin. Sometimes I get puffy eyes and sometimes puffs up too.","feel fatigued time , tingling sensation throat also developed flaky skin sometimes get puffy eyes sometimes puffs"
5878,allergy,"I have stomach cramps, nausea and diarrhea. My throat is swollen, and I have difficulty breathing. Sometimes at night night I get chest pain and nauseous.","stomach cramps , nausea diarrhea throat swollen , difficulty breathing sometimes night night get chest pain nauseous"
5879,allergy,I have itchy and red skin. Sometimes these result in flaking. My face and lips puff up and causes a lot of inconvinience. I get watery eyes sometimes and headches when the puffing gets severe,itchy red skin sometimes result flaking face lips puff causes lot inconvinience get watery eyes sometimes headches puffing gets severe
5880,allergy,"I often sneeze and have a runny nose. My eyes are scratchy and frequently runny, and I frequently cough. My head hurts constantly.","often sneeze runny nose eyes scratchy frequently runny , frequently cough head hurts constantly"
5881,allergy,"I often sneeze and have a sore throat. My lips and the area around my eyes occasionally swell. Once I start sneezing, I just can't stop.","often sneeze sore throat lips area around eyes occasionally swell start sneezing , stop"
5882,allergy,"I have trouble breathing and get short of breath. I have a dry, hacking cough, itchy eyes, and swelling all over my face and body.","trouble breathing get short breath dry , hacking cough , itchy eyes , swelling face body"
5883,allergy,I have a plugged nose and nasal congestion. I occasionally have stiffness and chest discomfort at night. I've also lost my ability to taste and smell.,plugged nose nasal congestion occasionally stiffness chest discomfort night also lost ability taste smell
5884,allergy,"I get symptoms of asthma, such as wheezing and breathing problems. I frequently have headaches and fever. All the time, I feel exhausted.","get symptoms asthma , wheezing breathing problems frequently headaches fever time , feel exhausted"
5885,allergy,"I always feel exhausted, have bad taste, and have an extremely scratchy throat. I also have muscular pain and heat. My entire body simply cramps up occasionally.","always feel exhausted , bad taste , extremely scratchy throat also muscular pain heat entire body simply cramps occasionally"
5886,allergy,"I've been losing my appetite, and I also have trouble swallowing. My nose has been running, and I have a sore throat.","losing appetite , also trouble swallowing nose running , sore throat"
5887,allergy,I'm always worn out and experiencing a tingle in my throat. I've also started to have dry skin. My eyes occasionally swell up,always worn experiencing tingle throat also started dry skin eyes occasionally swell
5888,allergy,"I feel queasy, nauseous, and dizzy. I have a swelling throat and am having breathing issues. I occasionally have chest discomfort and nausea at night.","feel queasy , nauseous , dizzy swelling throat breathing issues occasionally chest discomfort nausea night"
5889,allergy,"My skin is red and scratchy. These can occasionally flake. My cheeks and lips swell, which is really annoying. I occasionally have headaches and runny eyes because to the puffing.","skin red scratchy occasionally flake cheeks lips swell , really annoying occasionally headaches runny eyes puffing"
5890,allergy,"I frequently sneeze, and my nose runs. I constantly cough, and my eyes are sore and watery. My head hurts all the time.","frequently sneeze , nose runs constantly cough , eyes sore watery head hurts time"
5891,allergy,I have a sore throat and frequently sneeze. Sometimes the skin around my eyes and my lips swells. I just can't stop sneezing once I get going.,sore throat frequently sneeze sometimes skin around eyes lips swells stop sneezing get going
5892,allergy,"I have respiratory issues and experience breathlessness. My face and torso are swollen, my eyes are itching, and I have a dry, hacking cough.","respiratory issues experience breathlessness face torso swollen , eyes itching , dry , hacking cough"
5893,allergy,"I have nasal congestion and a blocked nose. On occasion, during the night, I have stiffness and chest pain. Additionally, I've lost my senses of taste and smell.","nasal congestion blocked nose occasion , night , stiffness chest pain additionally , lost senses taste smell"
5894,allergy,"I get breathing issues and wheezing, which are asthma symptoms. I regularly have fevers and headaches. I constantly feel worn out.","get breathing issues wheezing , asthma symptoms regularly fevers headaches constantly feel worn"
5895,allergy,"I always feel worn out, have unpleasant taste in my mouth, and have a really itchy throat. My muscles are also hot and hurting. Sometimes my whole body just cramps up.","always feel worn , unpleasant taste mouth , really itchy throat muscles also hot hurting sometimes whole body cramps"
5896,allergy,"Along with losing my appetite, I've been having swallowing issues. I have a sore throat, and my nose has been running.","along losing appetite , swallowing issues sore throat , nose running"
5897,allergy,I always feel exhausted and have a tickle in my throat. My skin has also started to feel dry. I occasionally get ocular swelling.,always feel exhausted tickle throat skin also started feel dry occasionally get ocular swelling
5898,allergy,"I'm dizzy, nauseated, and shaky. I'm having trouble breathing since my throat is swollen. On occasion, throughout the night, my chest hurts and I feel sick.","dizzy , nauseated , shaky trouble breathing since throat swollen occasion , throughout night , chest hurts feel sick"
5899,allergy,"My skin is irritated and inflamed. Sometimes, they can flake. My lips and cheeks expand, and it is really unpleasant. Because of the puffing, I occasionally have headaches and wet eyes.","skin irritated inflamed sometimes , flake lips cheeks expand , really unpleasant puffing , occasionally headaches wet eyes"
5900,allergy,"My nose runs and I sneeze a lot. My eyes are wet and hurt, and I cough all the time. My head aches constantly.","nose runs sneeze lot eyes wet hurt , cough time head aches constantly"
5901,allergy,"I sneeze a lot and have a sore throat. My lips and the skin surrounding my eyes will occasionally swell. Once I start, I just can't stop sneezing.","sneeze lot sore throat lips skin surrounding eyes occasionally swell start , stop sneezing"
5902,allergy,"I have breathing problems and become out of breath easily. My eyes ache, I have a dry, hacking cough, and my face and body are bloated.","breathing problems become breath easily eyes ache , dry , hacking cough , face body bloated"
5903,allergy,I have a plugged nose and nasal congestion. I occasionally have stiffness and chest discomfort during the night. I've also lost my ability to smell and taste.,plugged nose nasal congestion occasionally stiffness chest discomfort night also lost ability smell taste
5904,allergy,"I get wheezing and breathing difficulties, which are asthma symptoms. I frequently have headaches and fever. I'm continuously exhausted.","get wheezing breathing difficulties , asthma symptoms frequently headaches fever continuously exhausted"
5905,allergy,"I always feel exhausted, have a bad taste in my mouth, and my throat itches a lot. Also heated and painful are my muscles. My entire body can cramp up at times.","always feel exhausted , bad taste mouth , throat itches lot also heated painful muscles entire body cramp times"
5906,allergy,"I've been losing my appetite and having trouble swallowing. My nose has been running, and I have a sore throat.","losing appetite trouble swallowing nose running , sore throat"
5907,allergy,I always get a tickle in my throat and feel fatigued. My skin has begun to feel dry as well. I have ocular edema on occasion.,always get tickle throat feel fatigued skin begun feel dry well ocular edema occasion
5908,allergy,"I feel queasy, sick, and wobbly. My throat is enlarged and making it difficult for me to breathe. My chest occasionally pains all through the night, and I occasionally feel ill.","feel queasy , sick , wobbly throat enlarged making difficult breathe chest occasionally pains night , occasionally feel ill"
5909,allergy,My skin is swollen and itchy. They may occasionally flake. It hurts a lot when my cheeks and lips swell. I occasionally get headaches and watery eyes from the puffing.,skin swollen itchy may occasionally flake hurts lot cheeks lips swell occasionally get headaches watery eyes puffing
5910,allergy,"I sneeze a lot and my nose is running. My eyes ache and are damp, and I frequently croak. My head hurts all the time.","sneeze lot nose running eyes ache damp , frequently croak head hurts time"
5911,allergy,"I have a sore throat and a lot of sneezing. There are times when the skin around my eyes and my lips swell. I find that once I start, I just cannot stop.","sore throat lot sneezing times skin around eyes lips swell find start , stop"
5912,allergy,"I have trouble breathing and easily get out of breath. My face and torso are swollen, my eyes hurt, and I have a dry, hacking cough.","trouble breathing easily get breath face torso swollen , eyes hurt , dry , hacking cough"
5913,allergy,"I have nasal congestion and a blocked nose. On occasion, during the night, I have stiffness and chest pain. I've also lost my senses of taste and smell.","nasal congestion blocked nose occasion , night , stiffness chest pain also lost senses taste smell"
5914,allergy,"I get breathing issues and wheezing, which are asthma symptoms. I regularly have fevers and headaches. I'm always worn out.","get breathing issues wheezing , asthma symptoms regularly fevers headaches always worn"
5915,allergy,"I frequently have exhaustion, a terrible taste in my mouth, and throat itchiness. My muscles are also burning and uncomfortable. Sometimes I have cramps all throughout my body.","frequently exhaustion , terrible taste mouth , throat itchiness muscles also burning uncomfortable sometimes cramps throughout body"
5916,allergy,"My appetite has decreased, and I've been having swallowing issues. I have a sore throat, and my nose has been running.","appetite decreased , swallowing issues sore throat , nose running"
5917,allergy,"My throat always tickles, and I'm worn out. Additionally, my skin has started to feel dry. Ocular inflammation occasionally affects me.","throat always tickles , worn additionally , skin started feel dry ocular inflammation occasionally affects"
5918,allergy,"I'm nauseous, ill, and shaky. I have a huge throat, which makes it tough for me to breathe. I occasionally have nighttime chest aches and occasional sickness.","nauseous , ill , shaky huge throat , makes tough breathe occasionally nighttime chest aches occasional sickness"
5919,allergy,"My skin is itching and swollen. Sometimes, they could flake. My lips and cheeks swelling aches a lot. The puffing occasionally gives me headaches and runny eyes.","skin itching swollen sometimes , could flake lips cheeks swelling aches lot puffing occasionally gives headaches runny eyes"
5920,gastroesophageal reflux disease,I often get aburning sensation in my throat while and especially after eating. Sometimes this also leaves a sour or bitter taste in my mouth and I get nauseos beacuse of this,often get aburning sensation throat especially eating sometimes also leaves sour bitter taste mouth get nauseos beacuse
5921,gastroesophageal reflux disease,"I have heartburn and indigestion. I often vomit whatever I eat and have difficultly swallowing food, beacuse the food gets stuck in my throat. I have a nagging pain in my upper abdomen","heartburn indigestion often vomit whatever eat difficultly swallowing food , beacuse food gets stuck throat nagging pain upper abdomen"
5922,gastroesophageal reflux disease,"I have frequent belching and burping. I have chest pain that often radiates to the back of my neck, jaw and arm. I get a feeling of tightness and pressure on my chest","frequent belching burping chest pain often radiates back neck , jaw arm get feeling tightness pressure chest"
5923,gastroesophageal reflux disease,"I have a persistent sour taste in my mouth, even when I haven't eaten anything acidic. I get frequent hiccups and a feeling of lump in my throat.","persistent sour taste mouth , even eaten anything acidic get frequent hiccups feeling lump throat"
5924,gastroesophageal reflux disease,"I have a chronic bad breath and a sour taste in my mouth, It sometimes gets difficult to swallow food because of this tingling sensation in my throat","chronic bad breath sour taste mouth , sometimes gets difficult swallow food tingling sensation throat"
5925,gastroesophageal reflux disease,"I get frequent heartburn and indigestion, especially eating spicy foods or fatty foods. I get chest pain that gets worse when I lie down or bend over. I also often have chest pain","get frequent heartburn indigestion , especially eating spicy foods fatty foods get chest pain gets worse lie bend also often chest pain"
5926,gastroesophageal reflux disease,"I have a loss of appetite and difficulty swallowing. I often have this persistent feeling of fullness, even after eating small meals. I usually throw up and get heartburn and a tingling sensation in my throat","loss appetite difficulty swallowing often persistent feeling fullness , even eating small meals usually throw get heartburn tingling sensation throat"
5927,gastroesophageal reflux disease,"I have a sore throat or hoarseness, especially in the morning. I have a chronic nagging pain in my throat and bad breath. I also have frequent belching","sore throat hoarseness , especially morning chronic nagging pain throat bad breath also frequent belching"
5928,gastroesophageal reflux disease,"I have a feeling of food or acid backing up into my throat. I chest pain which gets worse if I lie down. I get frequent heartburn or indigestion, after eating food and vomit it out","feeling food acid backing throat chest pain gets worse lie get frequent heartburn indigestion , eating food vomit"
5929,gastroesophageal reflux disease,I feel uneasiness after eating and usually vomit whatever I've eaten. I always have this pain in my abdomen and have really bad acid reflux,feel uneasiness eating usually vomit whatever eaten always pain abdomen really bad acid reflux
5930,gastroesophageal reflux disease,"My throat frequently feels like it is burning, especially after eating. Additionally, I occasionally get a sour or bitter aftertaste, which causes me to feel queasy.","throat frequently feels like burning , especially eating additionally , occasionally get sour bitter aftertaste , causes feel queasy"
5931,gastroesophageal reflux disease,"I have indigestion and heartburn. I frequently vomit everything I eat, and I have trouble swallowing food because it gets caught in my throat. My upper abdomen is bothering me.","indigestion heartburn frequently vomit everything eat , trouble swallowing food gets caught throat upper abdomen bothering"
5932,gastroesophageal reflux disease,"My burping and belching are frequent. I frequently get chest discomfort that spreads to the back of my neck, jaw, and arm. I have pressure and tension in my chest.","burping belching frequent frequently get chest discomfort spreads back neck , jaw , arm pressure tension chest"
5933,gastroesophageal reflux disease,"Even when I don't have anything acidic in my stomach, I constantly have a sour taste in my mouth. I frequently have hiccups and a lump in my throat.","even anything acidic stomach , constantly sour taste mouth frequently hiccups lump throat"
5934,gastroesophageal reflux disease,"I always have foul breath and a sour taste in my mouth, and occasionally, the tingling in my throat makes it difficult to swallow meals.","always foul breath sour taste mouth , occasionally , tingling throat makes difficult swallow meals"
5935,gastroesophageal reflux disease,"I frequently have heartburn and indigestion, particularly after consuming spicy or fatty foods. When I lie down or stoop over, my chest discomfort worsens. My chest hurts quite a bit too.","frequently heartburn indigestion , particularly consuming spicy fatty foods lie stoop , chest discomfort worsens chest hurts quite bit"
5936,gastroesophageal reflux disease,"I don't feel like eating, and swallowing is challenging. Even after eating little meals, I frequently get this lingering sense of fullness. Typically, I have heartburn, nausea, and tingling in my throat.","feel like eating , swallowing challenging even eating little meals , frequently get lingering sense fullness typically , heartburn , nausea , tingling throat"
5937,gastroesophageal reflux disease,"I often wake up with a sore throat or a scratchy voice. My throat hurts constantly, and I also have poor breath. I also frequently burp.","often wake sore throat scratchy voice throat hurts constantly , also poor breath also frequently burp"
5938,gastroesophageal reflux disease,"I feel as though acid or food is backing up into my throat. My chest hurts, and lying down makes it worse. After eating, I frequently have heartburn or indigestion and throw up.","feel though acid food backing throat chest hurts , lying makes worse eating , frequently heartburn indigestion throw"
5939,gastroesophageal reflux disease,"After eating, I get queasy and frequently throw up everything I've eaten. I always get severe abdominal ache and have terrible acid reflux.","eating , get queasy frequently throw everything eaten always get severe abdominal ache terrible acid reflux"
5940,gastroesophageal reflux disease,"Especially after eating, my throat regularly feels like it is burning. I also occasionally get a bitter or sour aftertaste, which makes me feel sick.","especially eating , throat regularly feels like burning also occasionally get bitter sour aftertaste , makes feel sick"
5941,gastroesophageal reflux disease,"I have heartburn and indigestion. I regularly vomit everything I eat, and food gets stuck in my throat, making it difficult for me to swallow. I have a pain in my upper abdomen.","heartburn indigestion regularly vomit everything eat , food gets stuck throat , making difficult swallow pain upper abdomen"
5942,gastroesophageal reflux disease,"Belching and burping are common in me. I often get chest pain that radiates to the back of my neck, my jaw, and my arm. In my chest, there is pressure and stress.","belching burping common often get chest pain radiates back neck , jaw , arm chest , pressure stress"
5943,gastroesophageal reflux disease,"I get a sour taste in my mouth all the time, even when there is nothing acidic in my stomach. I often get the hiccups and have a lump in my throat.","get sour taste mouth time , even nothing acidic stomach often get hiccups lump throat"
5944,gastroesophageal reflux disease,"I periodically find it challenging to swallow food due to the tingling in my throat, bad breath, and bad taste in my mouth.","periodically find challenging swallow food due tingling throat , bad breath , bad taste mouth"
5945,gastroesophageal reflux disease," regularly have indigestion and heartburn, especially after eating spicy or fatty foods. My chest pain is worse when I hunch over or lie down. Additionally, my chest hurts a lot.","regularly indigestion heartburn , especially eating spicy fatty foods chest pain worse hunch lie additionally , chest hurts lot"
5946,gastroesophageal reflux disease,"I'm not in the mood to eat, and swallowing is difficult. I often have this lingering feeling of fullness even after little meals. My typical symptoms include heartburn, nausea, and throat tingling.","mood eat , swallowing difficult often lingering feeling fullness even little meals typical symptoms include heartburn , nausea , throat tingling"
5947,gastroesophageal reflux disease,I frequently get a scratchy voice or a painful throat when I wake up. I have bad breath and a continual sore throat. I also vomit a lot.,frequently get scratchy voice painful throat wake bad breath continual sore throat also vomit lot
5948,gastroesophageal reflux disease,My throat feels as though food or acid is backing up. Lying down only makes my chest pain more. I regularly have heartburn or indigestion after eating and puke up.,throat feels though food acid backing lying makes chest pain regularly heartburn indigestion eating puke
5949,gastroesophageal reflux disease,I often feel sick after eating and puke up the entire meal. I constantly get excruciating acid reflux and severe stomach pain.,often feel sick eating puke entire meal constantly get excruciating acid reflux severe stomach pain
5950,gastroesophageal reflux disease,"My throat often feels like it is burning, especially after eating. A bitter or sour aftertaste that I occasionally experience also makes me feel unwell.","throat often feels like burning , especially eating bitter sour aftertaste occasionally experience also makes feel unwell"
